-0.139833,-0.127778,-0.0590952,0.315514,-0.798925,0.512025,0.647482,-0.213203,-0.73165,0.693699,0.562373,0.450021,
-0.163269,-0.126657,0.0355124,0.000525315,0.0022609,0.999997,0.5507,-0.834702,0.00159789,0.834703,0.550698,-0.00168356,
-0.17022,-0.00624423,-0.06327,-0.0663735,0.975772,0.208477,0.464503,0.215134,-0.859043,0.883081,-0.0398206,0.467529,
-0.179884,0.0104007,0.0688126,-0.13604,0.463793,-0.875437,-0.257957,-0.869754,-0.420696,0.956531,-0.168594,-0.23796,
-0.00959868,-0.145133,-0.106819,0.861504,-0.377478,0.339588,0.50775,0.640481,-0.576171,-7.74505e-06,0.6688,0.743442,
-0.000337879,-0.163185,0.128072,0.833956,-0.283852,-0.473229,0.546336,0.545421,0.635636,-0.0776825,0.788634,-0.609935,
-0.0109861,-0.0130222,-0.15,-0.722748,-0.69111,-0.00171763,0.69111,-0.722749,0.000608165,-0.00166172,-0.00074752,0.999998,
-0.0531183,-0.108877,0.140342,0.909997,-0.414501,-0.00977011,-0.307868,-0.659736,-0.68554,0.277711,0.626847,-0.72797,
-0.147262,0.017093,-0.0984491,0.0571039,0.996466,-0.0616046,0.677453,-0.0839998,-0.730754,0.733346,5.21192e-06,0.679855,
-0.0907595,0.0153513,0.157634,-0.173784,0.982155,-0.0719065,-0.907529,-0.188073,-0.375527,0.382349,3.10491e-06,-0.924018,
-0.135598,0.10929,-0.0862995,0.465525,0.873245,0.143979,0.590958,-0.185599,-0.785061,0.658828,-0.450551,0.602453,
-0.0886519,0.115815,0.135968,-0.593895,-0.777891,0.205364,-0.714433,0.39253,-0.579229,0.369966,-0.49072,-0.788872,
-0.0109712,0.0183679,-0.149999,-0.691754,0.722132,-0.00121862,-0.722125,-0.691754,-0.00337949,-0.00328343,-0.00145775,0.999994,
-0.00494606,0.0144988,0.169645,-0.493074,0.869966,0.00609473,-0.869696,-0.493078,0.0224281,-0.0225168,-0.00575814,-0.99973,
-0.00533072,0.150292,-0.103254,-0.985603,-0.0823789,-0.14765,0.16228,-0.706011,-0.689357,-0.0474539,-0.703393,0.709215,
-0.00767329,0.107178,0.153728,-0.989011,0.142043,-0.040997,-0.145621,-0.888079,0.436016,-0.0255245,-0.437195,-0.899004,
0.0199189,-0.151246,-0.101247,-0.704275,0.500953,-0.503034,-0.709925,-0.498613,0.497385,-0.00165281,0.707412,0.706799,
0.0225025,-0.150182,0.142555,-0.987959,-0.118168,-0.0998631,0.154307,-0.705833,-0.691367,-0.0112105,0.698452,-0.715569,
0.08234,-0.0286888,-0.133597,-0.21573,-0.976136,0.0248859,0.876594,-0.182377,0.445333,-0.430167,0.117886,0.895019,
-0.000893111,-0.0779939,0.166631,-0.962209,0.272116,-0.0103358,-0.246734,-0.887263,-0.389726,0.115221,0.372448,-0.920873,
0.12749,-0.159736,-0.0446961,0.851157,0.501726,0.154282,0.0435031,-0.360335,0.931808,-0.523105,0.786403,0.328529,
0.14441,-0.123179,0.114857,-0.754143,-0.263381,0.601581,0.162001,0.813129,0.559085,-0.636415,0.519087,-0.570548,
0.185911,-0.00688423,-0.0037579,0.0267935,-0.978924,-0.202458,-0.0952662,0.199108,-0.975336,-0.995091,-0.0454201,0.0879236,
0.131013,-0.106711,0.123804,0.727769,-0.0370378,-0.684821,0.368173,0.863556,0.344558,-0.57862,0.502892,-0.642105,
0.119897,0.106835,0.0621068,0.224318,-0.676302,0.701639,0.688633,-0.399437,-0.605173,-0.68954,-0.618923,-0.376123,
0.0795883,0.0279509,0.154747,0.755928,0.53624,-0.375526,-0.506198,0.84253,0.184139,-0.415135,-0.0508951,-0.908335,
0.0706317,0.159016,-0.0644796,0.900643,-0.434557,0.0018172,-0.199116,-0.41639,-0.887115,-0.386258,-0.798612,0.461546,
0.0550738,0.127072,0.130911,0.92941,-0.361391,-0.0747914,0.226733,0.719056,-0.656925,-0.291186,-0.593595,-0.750237,
0.181931,0.0102091,-0.0242675,0.00146352,-0.998047,0.0624538,-0.191001,-0.061583,-0.979656,-0.981589,0.010495,0.190718,
0.104107,0.00911823,0.148571,0.420673,0.874007,-0.2432,-0.762975,0.485875,0.426375,-0.490819,-0.00619076,-0.871239,
0.130629,0.132792,-0.045637,0.0112627,0.428292,0.90357,-0.767891,0.582498,-0.266532,-0.640482,-0.690842,0.335442,
0.126699,0.121705,0.0906514,-0.723014,0.689975,0.0344316,-0.315597,-0.374224,0.871983,-0.614531,-0.61959,-0.488324,
-0.173608,-0.103266,0.0897201,-0.193815,0.0479122,-0.979868,0.3848,-0.915054,-0.120855,0.902422,0.400476,-0.158914,
-0.120771,-0.116839,0.191765,0.107252,-0.83526,-0.539295,-0.825087,0.227872,-0.517017,0.554733,0.500416,-0.664722,
-0.181689,-0.0396382,0.10158,0.265151,-0.115912,0.957214,-0.110842,0.982502,0.149678,0.957815,0.145787,-0.247664,
-0.140289,0.0468456,0.174336,0.115681,-0.712606,0.691961,-0.714938,-0.54335,-0.440039,0.689551,-0.443806,-0.572325,
-0.05564,-0.187982,0.0862471,-0.0363337,0.152357,0.987657,-0.975704,0.208266,-0.0680212,0.216059,0.966133,-0.141088,
-0.0161118,-0.127651,0.214631,-0.035365,-0.820273,-0.570878,0.997967,0.00131808,-0.0637165,-0.0530174,0.571971,-0.818559,
-0.101628,-0.140925,0.101069,0.00640553,-0.289144,-0.957264,0.853337,-0.497481,0.155975,0.52132,0.817868,-0.243551,
-0.0549593,0.0663349,0.208005,-0.06529,0.802421,-0.593176,-0.97675,-0.173034,-0.126563,0.204197,-0.571121,-0.795063,
